Chromosome	Start	End	Closest Gene	Locaiton	Distance To Gene's TSS
Chr2	7522017	7522223	AT2G17300	Gene_Downstream	281
Chr2	11513571	11513707	AT2G26975	Gene_Downstream	86
Chr2	15302307	15302703	AT2G36470	Gene_Upstream	-1515
Chr2	2183888	2184077	AT2G05760	Gene_Downstream	78
Chr2	8048497	8048582	AT2G18550	Gene_Downstream	1124
Chr2	17943935	17944109	AT2G43150	Gene_Upstream	-1871
Chr2	14348112	14348358	AT2G33880	Gene_Upstream	-4457
Chr2	2852529	2852651	AT2G06925	Gene_Upstream	-9289
Chr2	7816451	7816701	AT2G17960	Gene_Upstream	-3447
Chr2	15684499	15684680	AT2G37380	Gene_Upstream	-2169
Chr2	5655753	5655775	AT2G13570	Gene_Downstream	78
Chr2	234322	234518	AT2G01520	Gene_Upstream	-1505
Chr2	7092215	7092272	AT2G16385	Gene_Upstream	-2556
Chr2	16570505	16570783	AT2G39725	Gene_Downstream	95
Chr2	18474080	18474308	AT2G44810	Gene_Upstream	-4859
Chr2	17005306	17005407	AT2G40750	Gene_Upstream	-2888
Chr2	16547645	16547801	AT2G39700	Gene_Upstream	-2139
Chr2	12387025	12387139	AT2G28850	Gene_Upstream	-2121
Chr2	15534021	15534242	AT2G36985	Gene_Downstream	648
Chr2	8676205	8676355	AT2G20100	Gene_Upstream	-1770
Chr2	14552738	14552989	AT2G34540	Gene_Downstream	633
Chr2	15497903	15497964	AT2G36910	Gene_Upstream	-4081
Chr2	16787954	16788045	AT2G40190	Gene_Downstream	469
Chr2	9939563	9939882	AT2G23340	Gene_Downstream	847
Chr2	13769374	13769650	AT2G32430	Gene_Upstream	-1784
Chr2	11838592	11838898	AT2G27770	Gene_Upstream	-4376
Chr2	6742673	6742822	AT2G15440	Gene_Downstream	866
Chr2	19345559	19345772	AT2G47110	Gene_Downstream	320
Chr2	12078355	12078741	AT2G28305	Gene_Upstream	-2565
Chr2	854683	854755	AT2G02950	Gene_Downstream	228
Chr2	11628180	11628245	AT2G27210	Gene_Upstream	-1565
Chr2	438947	438999	AT2G01950	Gene_Downstream	1663
Chr2	15346882	15347150	AT2G36590	Gene_Upstream	-1679
Chr2	19410535	19410569	AT2G47270	Gene_Downstream	1008
Chr2	14418678	14418840	AT2G34140	Gene_Upstream	-3994
Chr2	16549115	16549327	AT2G39700	Gene_Upstream	-3637
Chr2	915527	915958	AT2G03090	Gene_Downstream	1112
Chr2	253512	253670	AT2G01560	Gene_Upstream	-1785
Chr2	5655476	5655617	AT2G13570	Gene_Downstream	296
Chr2	18487301	18487510	AT2G44830	Gene_Upstream	-2724
Chr2	18570265	18570352	AT2G45030	Gene_Upstream	-2103
Chr2	18017249	18017344	AT2G43371	Gene_Upstream	-1099
Chr2	8333334	8333455	AT2G19190	Gene_Upstream	-3450
Chr2	10740575	10740747	AT2G25210	Gene_Downstream	109
Chr2	19397987	19398050	AT2G47250	Gene_Downstream	1676
Chr2	6865480	6865616	AT2G15760	Gene_Downstream	62
Chr2	11207976	11208286	AT2G26320	Gene_Upstream	-1844
Chr2	12791391	12791439	AT2G29990	Gene_Downstream	1925
Chr2	8187676	8187890	AT2G18890	Gene_Downstream	987
Chr2	15447107	15447435	AT2G36830	Gene_Downstream	697
Chr2	8212940	8213057	AT2G18950	Gene_Downstream	2535
Chr2	7862558	7862641	AT2G18090	Gene_Upstream	-1715
Chr2	6131921	6131975	AT2G14440	Gene_Upstream	-11125
Chr2	16373558	16373606	AT2G39220	Gene_Downstream	1314
Chr2	17370265	17370373	AT2G41660	Gene_Downstream	1130
Chr2	13248674	13248883	AT2G31083	Gene_Upstream	-3441
Chr2	8203265	8203386	AT2G18938	Gene_Downstream	635
Chr2	15952358	15952475	AT2G38100	Gene_Upstream	-2188
Chr2	4315334	4315479	AT2G10950	Gene_Downstream	5
Chr2	14855204	14855233	AT2G35270	Gene_Upstream	-1803
Chr2	13541903	13542132	AT2G31850	Gene_Downstream	1477
Chr2	9890445	9890569	AT2G23230	Gene_Upstream	-2209
Chr2	1827694	1828000	AT2G05100	Gene_Upstream	-3422
Chr2	9890712	9890780	AT2G23230	Gene_Upstream	-1970
Chr2	8938938	8939126	AT2G20750	Gene_Upstream	-2087
Chr2	11654569	11654698	AT2G27230	Gene_Downstream	490
Chr2	18541737	18541916	AT2G44940	Gene_Downstream	3408
Chr2	13735948	13736076	AT2G32350	Gene_Downstream	224
Chr2	8203524	8203631	AT2G18938	Gene_Downstream	887
Chr2	17545329	17545372	AT2G42040	Gene_Downstream	120
Chr2	10544450	10544606	AT2G24740	Gene_Upstream	-12571
Chr2	15443014	15443105	AT2G36815	Gene_Downstream	1783
Chr2	12345830	12346013	AT2G28780	Gene_Upstream	-2500
Chr2	12375054	12375164	AT2G28840	Gene_Upstream	-3228
Chr2	19324015	19324036	AT2G47020	Gene_Upstream	-1634
Chr2	681738	681801	AT2G02540	Gene_Upstream	-1878
Chr2	9070539	9070578	AT2G21160	Gene_Downstream	127
Chr2	16504796	16504890	AT2G39560	Gene_Downstream	3
Chr2	14781217	14781399	AT2G35070	Gene_Upstream	-1983
Chr2	11841400	11841895	AT2G27775	Gene_Downstream	620
Chr2	19171068	19171207	AT2G46680	Gene_Upstream	-4188
Chr2	3047064	3047169	AT2G07340	Gene_Downstream	372
Chr2	9414540	9414713	AT2G22140	Gene_Downstream	213
Chr2	14340266	14340497	AT2G33870	Gene_Upstream	-2130
Chr2	234031	234220	AT2G01510	Gene_Upstream	-1619
Chr2	14407671	14407840	AT2G34123	Gene_Downstream	1013
Chr2	12016609	12016709	AT2G28190	Gene_Downstream	90
Chr2	2319494	2319999	AT2G05990	Gene_Upstream	-2476
Chr2	192612	192847	AT2G01430	Gene_Upstream	-2360
Chr2	529596	529868	AT2G02100	Gene_Downstream	624
Chr2	13311475	13311499	AT2G31230	Gene_Upstream	-4012
Chr2	16285055	16285232	AT2G39000	Gene_Downstream	1193
Chr2	14289681	14289935	AT2G33775	Gene_Downstream	583
Chr2	13249776	13249912	AT2G31083	Gene_Upstream	-2375
Chr2	9438455	9438683	AT2G22190	Gene_Upstream	-2025
Chr2	7322256	7322466	AT2G16900	Gene_Downstream	1254
Chr2	17312028	17312165	AT2G41510	Gene_Upstream	-2436
Chr2	2059198	2059384	AT2G05580	Gene_Downstream	2591
Chr2	16733387	16733490	AT2G40080	Gene_Downstream	856
Chr2	17994095	17994148	AT2G43310	Gene_Upstream	-1780
Chr2	12191634	12191793	AT2G28500	Gene_Upstream	-3571
Chr2	17204360	17204490	AT2G41250	Gene_Upstream	-1807
Chr2	19102350	19102582	AT2G46530	Gene_Upstream	-2199
Chr2	11048610	11048918	AT2G25910	Gene_Downstream	291
Chr2	12398152	12398237	AT2G28870	Gene_Upstream	-3279
Chr2	19226200	19226300	AT2G46780	Gene_Upstream	-3043
Chr2	7080113	7080280	AT2G16360	Gene_Upstream	-2830
Chr2	8048756	8048967	AT2G18550	Gene_Downstream	802
Chr2	14419040	14419220	AT2G34150	Gene_Downstream	165
Chr2	19262626	19262723	AT2G46870	Gene_Downstream	270
Chr2	2283297	2283447	AT2G05940	Gene_Downstream	3866
Chr2	1522715	1523030	AT2G04370	Gene_Downstream	891
Chr2	12774586	12774644	AT2G29970	Gene_Upstream	-1771
Chr2	11403730	11403900	AT2G26760	Gene_Downstream	388
Chr2	13474090	13474384	AT2G31670	Gene_Upstream	-733
Chr2	16059562	16059594	AT2G38320	Gene_Downstream	1598
Chr2	19651678	19651739	AT2G48030	Gene_Upstream	-1560
Chr2	13472302	13472456	AT2G31670	Gene_Downstream	158
Chr2	5953177	5953304	AT2G14110	Gene_Downstream	85
Chr2	15163541	15163701	AT2G36120	Gene_Upstream	-1816
Chr2	10419813	10419918	AT2G24530	Gene_Upstream	-1976
Chr2	10094276	10094484	AT2G23740	Gene_Upstream	-3179
Chr2	15683451	15683578	AT2G37380	Gene_Upstream	-3244
Chr2	2736426	2736530	AT2G06845	Gene_Upstream	-18188
Chr2	18812513	18812603	AT2G45660	Gene_Upstream	-1511
Chr2	17671694	17671727	AT2G42440	Gene_Upstream	-1893
Chr2	10131262	10131418	AT2G23800	Gene_Downstream	149
Chr2	15283456	15283484	AT2G36420	Gene_Upstream	-3028
Chr2	7033239	7033316	AT2G16225	Gene_Downstream	663
Chr2	12279936	12280066	AT2G28630	Gene_Upstream	-2756
Chr2	13628615	13628800	AT2G32020	Gene_Downstream	2355
Chr2	19013138	19013267	AT2G46310	Gene_Downstream	345
Chr2	13804118	13804296	AT2G32520	Gene_Downstream	1312
Chr2	7590180	7590235	AT2G17470	Gene_Upstream	-2199
Chr2	8321169	8321367	AT2G19170	Gene_Upstream	-2672
Chr2	16788283	16788454	AT2G40200	Gene_Upstream	-2730
Chr2	14086687	14086706	AT2G33233	Gene_Upstream	-3082
Chr2	12353994	12354083	AT2G28790	Gene_Downstream	392
Chr2	15685065	15685437	AT2G37380	Gene_Upstream	-1507
Chr2	10723976	10724335	AT2G25180	Gene_Downstream	146
Chr2	13405844	13405944	AT2G31460	Gene_Downstream	384
Chr2	16144153	16144247	AT2G38590	Gene_Downstream	16
Chr2	811110	811310	AT2G02820	Gene_Upstream	-4002
Chr2	11839677	11839763	AT2G27775	Gene_Downstream	2547
Chr2	8895602	8895877	AT2G20625	Gene_Downstream	415
Chr2	8732966	8733126	AT2G20240	Gene_Upstream	-2546
Chr2	435470	435715	AT2G01940	Gene_Downstream	515
Chr2	8212130	8212320	AT2G18950	Gene_Downstream	1762
Chr2	7994627	7994747	AT2G18420	Gene_Downstream	133
Chr2	13280749	13280828	AT2G31160	Gene_Downstream	2043
Chr2	11839490	11839599	AT2G27775	Gene_Downstream	2723
Chr2	18616729	18616793	AT2G45160	Gene_Downstream	1101
Chr2	14406865	14406999	AT2G34123	Gene_Downstream	190
Chr2	2318432	2318651	AT2G05990	Gene_Upstream	-3681
Chr2	10107186	10107229	AT2G23755	Gene_Upstream	-3178
Chr2	19171493	19171720	AT2G46680	Gene_Upstream	-4657
Chr2	8732565	8732846	AT2G20240	Gene_Upstream	-2205
Chr2	18093402	18093504	AT2G43620	Gene_Downstream	317
Chr2	12393762	12393928	AT2G28870	Gene_Downstream	411
Chr2	9638988	9639061	AT2G22670	Gene_Downstream	279
Chr2	9439033	9439253	AT2G22190	Gene_Upstream	-2599
Chr2	19390624	19390778	AT2G47240	Gene_Upstream	-1857
Chr2	1610157	1610216	AT2G04620	Gene_Downstream	320
Chr2	5953685	5953839	AT2G14110	Gene_Downstream	607
Chr2	15281178	15281415	AT2G36410	Gene_Downstream	608
Chr2	5004852	5004951	AT2G12400	Gene_Downstream	42
Chr2	8013145	8013213	AT2G18480	Gene_Upstream	-1924
Chr2	11811369	11811655	AT2G27690	Gene_Downstream	297
Chr2	5586396	5586593	AT2G13422	Gene_Upstream	-1724
Chr2	7718763	7718885	AT2G17770	Gene_Upstream	-4279
Chr2	18475884	18476007	AT2G44810	Gene_Upstream	-3108
Chr2	18221333	18221516	AT2G44030	Gene_Downstream	196
Chr2	1668499	1668703	AT2G04750	Gene_Upstream	-5853
Chr2	350971	351133	AT2G01810	Gene_Downstream	873
Chr2	14100688	14100917	AT2G33260	Gene_Downstream	38
Chr2	14886719	14886755	AT2G35350	Gene_Upstream	-2621
Chr2	13401387	13401565	AT2G31440	Gene_Upstream	-270
Chr2	11280911	11281025	AT2G26520	Gene_Downstream	28
Chr2	834764	834855	AT2G02860	Gene_Upstream	-2354
Chr2	10145575	10145600	AT2G23830	Gene_Downstream	1076
Chr2	8790340	8790437	AT2G20362	Gene_Downstream	30
Chr2	11404016	11404040	AT2G26760	Gene_Downstream	601
Chr2	10326744	10326946	AT2G24270	Gene_Downstream	190
Chr2	18540451	18540709	AT2G44940	Gene_Downstream	2162
Chr2	17829670	17829897	AT2G42850	Gene_Upstream	-1872
Chr2	8101397	8101646	AT2G18690	Gene_Downstream	2694
Chr2	16653075	16653168	AT2G39890	Gene_Upstream	-2507
Chr2	11090614	11090854	AT2G26020	Gene_Downstream	1137
Chr2	16409663	16409715	AT2G39290	Gene_Downstream	566
Chr2	4471741	4471766	AT2G11270	Gene_Upstream	-12967
Chr2	11017334	11017401	AT2G25820	Gene_Downstream	1567
Chr2	10729902	10729947	AT2G25185	Gene_Upstream	-1698
Chr2	6741082	6741392	AT2G15440	Gene_Downstream	2376
Chr2	12398529	12398773	AT2G28870	Gene_Upstream	-3736
Chr2	15938124	15938202	AT2G38080	Gene_Downstream	547
Chr2	13305217	13305413	AT2G31230	Gene_Downstream	1278
Chr2	4871034	4871314	AT2G12170	Gene_Downstream	18906
Chr2	5759506	5759657	AT2G13800	Gene_Downstream	2342
Chr2	758257	758295	AT2G02700	Gene_Downstream	334
Chr2	16895134	16895256	AT2G40460	Gene_Upstream	-1712
Chr2	19188961	19189071	AT2G46700	Gene_Upstream	-2438
Chr2	19340935	19341121	AT2G47090	Gene_Downstream	223
Chr2	15573785	15573854	AT2G37060	Gene_Upstream	-2205
Chr2	9930541	9930616	AT2G23321	Gene_Downstream	4060
Chr2	9233574	9233630	AT2G21560	Gene_Upstream	-2094
Chr2	11664411	11664483	AT2G27250	Gene_Downstream	539
Chr2	9669160	9669312	AT2G22740	Gene_Upstream	-2255
Chr2	13335506	13335688	AT2G31271	Gene_Upstream	-3206
Chr2	19514416	19514557	AT2G47560	Gene_Upstream	-1758
Chr2	8989412	8989610	AT2G20890	Gene_Downstream	95
Chr2	11479802	11479900	AT2G26910	Gene_Upstream	-1772
Chr2	6163565	6163741	AT2G14500	Gene_Upstream	-3283
Chr2	12207805	12207931	AT2G28520	Gene_Upstream	-2028
Chr2	19219179	19219226	AT2G46770	Gene_Downstream	1525
Chr2	12489556	12489622	AT2G29070	Gene_Downstream	71
Chr2	11971060	11971228	AT2G28085	Gene_Upstream	-2524
Chr2	1968921	1969261	AT2G05380	Gene_Downstream	1054
Chr2	18445299	18445518	AT2G44740	Gene_Upstream	-2009
Chr2	10011329	10011387	AT2G23510	Gene_Downstream	159
Chr2	16760669	16761035	AT2G40120	Gene_Upstream	-3260
Chr2	11710670	11710885	AT2G27370	Gene_Upstream	-773
Chr2	18634163	18634204	AT2G45190	Gene_Upstream	-3471
Chr2	19014045	19014217	AT2G46320	Gene_Upstream	-1682
Chr2	7718046	7718249	AT2G17760	Gene_Downstream	1683
Chr2	12623663	12623731	AT2G29450	Gene_Downstream	889
Chr2	19174338	19174390	AT2G46690	Gene_Upstream	-6366
Chr2	7202306	7202361	AT2G16600	Gene_Downstream	759
Chr2	17219692	17219817	AT2G41310	Gene_Upstream	-2179
Chr2	18616465	18616635	AT2G45150	Gene_Downstream	833
Chr2	8232731	8232892	AT2G18980	Gene_Downstream	524
Chr2	19225771	19225875	AT2G46770	Gene_Upstream	-2907
Chr2	5003128	5003318	AT2G12400	Gene_Downstream	1720
Chr2	15135072	15135193	AT2G36050	Gene_Downstream	440
Chr2	10652548	10652672	AT2G25052	Gene_Downstream	7464
Chr2	14346791	14346903	AT2G33880	Gene_Upstream	-3069
Chr2	924403	924695	AT2G03090	Gene_Upstream	-5906
Chr2	15967187	15967393	AT2G38120	Gene_Upstream	-5703
Chr2	1715661	1715830	AT2G04870	Gene_Downstream	423
Chr2	14692939	14693017	AT2G34825	Gene_Downstream	1349
Chr2	9819606	9819972	AT2G23067	Gene_Upstream	-2216
Chr2	15688274	15688529	AT2G37380	Gene_Downstream	398
Chr2	12109267	12110042	AT2G28350	Gene_Upstream	-4677
Chr2	8541347	8541532	AT2G19802	Gene_Upstream	-2222
Chr2	14553502	14553768	AT2G34540	Gene_Downstream	1405
Chr2	72980	73269	AT2G01060	Gene_Downstream	134
Chr2	7943686	7944097	AT2G18260	Gene_Downstream	503
Chr2	13018675	13019223	AT2G30570	Gene_Downstream	79
Chr2	13371162	13371640	AT2G31360	Gene_Downstream	257
Chr2	17504301	17505144	AT2G41940	Gene_Upstream	-2787
Chr2	16016155	16016381	AT2G38240	Gene_Upstream	-1515
Chr2	15885781	15886122	AT2G37950	Gene_Upstream	-1972
Chr2	12436494	12436888	AT2G28950	Gene_Upstream	-3096
Chr2	6807324	6807516	AT2G15610	Gene_Downstream	656
Chr2	11941712	11941897	AT2G28050	Gene_Upstream	-2151
Chr2	2735584	2735851	AT2G06845	Gene_Upstream	-18949
Chr2	12938979	12939776	AT2G30360	Gene_Upstream	-543
Chr2	14908556	14908924	AT2G35470	Gene_Downstream	104
Chr2	12420644	12420897	AT2G28920	Gene_Downstream	2316
Chr2	16770197	16770679	AT2G40140	Gene_Upstream	-1635
Chr2	8541799	8542020	AT2G19802	Gene_Upstream	-2692
Chr2	17746097	17746518	AT2G42610	Gene_Upstream	-1610
Chr2	18521435	18521760	AT2G44910	Gene_Upstream	-2072
Chr2	13822991	13823379	AT2G32560	Gene_Upstream	-1609
Chr2	19235478	19235603	AT2G46800	Gene_Upstream	-1894
Chr2	10337078	10337241	AT2G24285	Gene_Downstream	95
Chr2	1147230	1147441	AT2G03750	Gene_Downstream	472
Chr2	17248959	17249323	AT2G41380	Gene_Upstream	-2800
Chr2	17942914	17943215	AT2G43150	Gene_Upstream	-2829
Chr2	16361204	16361434	AT2G39200	Gene_Upstream	-1506
Chr2	17146338	17146511	AT2G41130	Gene_Downstream	1475
Chr2	640870	641028	AT2G02440	Gene_Downstream	1644
Chr2	17509777	17510577	AT2G41940	Gene_Downstream	1561
Chr2	300690	301101	AT2G01670	Gene_Upstream	-2794
Chr2	468777	469296	AT2G01990	Gene_Upstream	-2312
Chr2	17742756	17743318	AT2G42600	Gene_Upstream	-3952
Chr2	8232936	8233245	AT2G18980	Gene_Downstream	245
Chr2	2737539	2738036	AT2G06845	Gene_Upstream	-16879
Chr2	12986648	12986923	AT2G30470	Gene_Upstream	-1742
Chr2	18797927	18798416	AT2G45630	Gene_Downstream	1082
Chr2	18372172	18372530	AT2G44500	Gene_Upstream	-1941
Chr2	2312672	2312877	AT2G05970	Gene_Upstream	-2990
Chr2	18622326	18622758	AT2G45170	Gene_Upstream	-1722
Chr2	17482553	17482739	AT2G41890	Gene_Upstream	-2294
Chr2	8548587	8548774	AT2G19810	Gene_Upstream	-1633
Chr2	16901840	16901977	AT2G40470	Gene_Downstream	396
Chr2	19047833	19048239	AT2G46410	Gene_Downstream	1136
Chr2	12111230	12111633	AT2G28350	Gene_Upstream	-2900
Chr2	17726634	17726969	AT2G42580	Gene_Upstream	-1914
Chr2	11996554	11996777	AT2G28140	Gene_Downstream	663
Chr2	1468631	1468733	AT2G04240	Gene_Upstream	-5745
Chr2	8557630	8557825	AT2G19830	Gene_Downstream	2
Chr2	15631759	15632190	AT2G37220	Gene_Downstream	2551
Chr2	12282127	12282323	AT2G28640	Gene_Downstream	2400
Chr2	9649148	9649293	AT2G22690	Gene_Downstream	470
Chr2	9631172	9632050	AT2G22660	Gene_Downstream	530
Chr2	15296448	15296865	AT2G36450	Gene_Upstream	-1799
Chr2	15519746	15520148	AT2G36960	Gene_Upstream	-2973
Chr2	6181179	6181542	AT2G14520	Gene_Downstream	833
Chr2	17931586	17931909	AT2G43130	Gene_Upstream	-811
Chr2	12351679	12351923	AT2G28790	Gene_Downstream	2629
Chr2	18464824	18465190	AT2G44790	Gene_Upstream	-1698
Chr2	4416379	4417099	AT2G11200	Gene_Upstream	-35185
Chr2	7055031	7055281	AT2G16280	Gene_Downstream	2259
Chr2	12495221	12495571	AT2G29080	Gene_Upstream	-2111
Chr2	14879373	14880132	AT2G35345	Gene_Downstream	522
Chr2	15518798	15519177	AT2G36950	Gene_Downstream	2056
Chr2	10165367	10165628	AT2G23890	Gene_Upstream	-5104
Chr2	17249472	17249791	AT2G41380	Gene_Upstream	-2310
Chr2	15132511	15132993	AT2G36050	Gene_Downstream	2820
Chr2	17754183	17754465	AT2G42620	Gene_Upstream	-1816
Chr2	16980496	16980620	AT2G40710	Gene_Downstream	385
Chr2	400624	401026	AT2G01890	Gene_Upstream	-1617
Chr2	3985870	3986809	AT2G10340	Gene_Upstream	-2051
Chr2	1382486	1382996	AT2G04115	Gene_Upstream	-2708
Chr2	15057940	15058106	AT2G35850	Gene_Downstream	1028
Chr2	1926478	1926802	AT2G05294	Gene_Downstream	1890
Chr2	383061	383883	AT2G01850	Gene_Upstream	-1727
Chr2	7223567	7224151	AT2G16668	Gene_Downstream	37
Chr2	19491127	19491559	AT2G47500	Gene_Upstream	-1652
Chr2	11363282	11363631	AT2G26695	Gene_Upstream	-1642
Chr2	16764119	16764427	AT2G40130	Gene_Upstream	-1647
Chr2	13913076	13913639	AT2G32800	Gene_Upstream	-3095
Chr2	112919	113309	AT2G01190	Gene_Upstream	-1861
Chr2	15565586	15566065	AT2G37050	Gene_Upstream	-3161
Chr2	19200823	19200943	AT2G46735	Gene_Upstream	-3302
Chr2	16842256	16842576	AT2G40320	Gene_Downstream	134
Chr2	18004821	18005316	AT2G43340	Gene_Upstream	-2629
Chr2	8711189	8711272	AT2G20180	Gene_Upstream	-4330
Chr2	9721711	9721927	AT2G22820	Gene_Upstream	-394
Chr2	8105226	8105348	AT2G18700	Gene_Upstream	-3756
Chr2	12975362	12976183	AT2G30440	Gene_Downstream	275
Chr2	7052957	7053430	AT2G16280	Gene_Downstream	296
Chr2	15220951	15221191	AT2G36310	Gene_Downstream	3426
Chr2	7201534	7202126	AT2G16600	Gene_Downstream	256
Chr2	15773939	15774530	AT2G37600	Gene_Downstream	11
Chr2	16126399	16126748	AT2G38530	Gene_Upstream	-1805
Chr2	965261	965663	AT2G03190	Gene_Downstream	561
Chr2	7994875	7995296	AT2G18420	Gene_Downstream	531
Chr2	6455826	6456106	AT2G14960	Gene_Upstream	-2296
Chr2	12280951	12281108	AT2G28630	Gene_Upstream	-3784
Chr2	12198254	12198370	AT2G28507	Gene_Downstream	1760
Chr2	15255484	15255837	AT2G36380	Gene_Upstream	-1923
Chr2	981720	982259	AT2G03240	Gene_Upstream	-4652
Chr2	8668288	8668533	AT2G20080	Gene_Upstream	-3384
Chr2	17553001	17553352	AT2G42070	Gene_Upstream	-2001
Chr2	13376278	13376517	AT2G31370	Gene_Upstream	-2547
Chr2	2178855	2179049	AT2G05760	Gene_Upstream	-1967
Chr2	18627407	18627729	AT2G45180	Gene_Downstream	571
Chr2	16553448	16553831	AT2G39705	Gene_Upstream	-3217
Chr2	720085	720289	AT2G02620	Gene_Downstream	807
Chr2	14953428	14953689	AT2G35612	Gene_Downstream	1683
Chr2	8202707	8202986	AT2G18938	Gene_Downstream	156
Chr2	11683296	11684332	AT2G27310	Gene_Downstream	48
Chr2	12830805	12831318	AT2G30070	Gene_Upstream	-3932
Chr2	12225083	12225369	AT2G28550	Gene_Downstream	616
Chr2	12788581	12788770	AT2G29980	Gene_Upstream	-3622
Chr2	484422	484614	AT2G02030	Gene_Downstream	689
Chr2	16864066	16864494	AT2G40380	Gene_Downstream	215
Chr2	15477362	15477412	AT2G36870	Gene_Upstream	-2706
Chr2	18486275	18487099	AT2G44820	Gene_Downstream	871
Chr2	18821744	18822246	AT2G45680	Gene_Upstream	-106
Chr2	19364710	19365039	AT2G47170	Gene_Upstream	-1749
Chr2	296184	296323	AT2G01667	Gene_Downstream	697
Chr2	16435786	16435990	AT2G39350	Gene_Upstream	-3331
Chr2	1556983	1557394	AT2G04480	Gene_Upstream	-1674
Chr2	2017471	2017626	AT2G05510	Gene_Downstream	799
Chr2	15005979	15006207	AT2G35700	Gene_Downstream	304
Chr2	529217	529391	AT2G02100	Gene_Downstream	196
Chr2	9920536	9920913	AT2G23310	Gene_Downstream	1466
Chr2	1263462	1263765	AT2G03980	Gene_Downstream	1061
Chr2	264417	265049	AT2G01580	Gene_Downstream	311
Chr2	6876075	6876826	AT2G15780	Gene_Upstream	-1709
Chr2	12882569	12882930	AT2G30170	Gene_Upstream	-1246
Chr2	19466061	19466242	AT2G47430	Gene_Upstream	-2064
Chr2	18184617	18184793	AT2G43900	Gene_Upstream	-834
Chr2	6547153	6547509	AT2G15090	Gene_Downstream	3384
Chr2	11771290	11771855	AT2G27550	Gene_Upstream	-1679
Chr2	14332124	14332506	AT2G33860	Gene_Upstream	-3337
Chr2	19029725	19029908	AT2G46360	Gene_Downstream	801
Chr2	14123381	14123450	AT2G33320	Gene_Upstream	-1321
Chr2	15977283	15978010	AT2G38130	Gene_Downstream	866
Chr2	16365736	16366404	AT2G39210	Gene_Downstream	87
Chr2	101822	102348	AT2G01150	Gene_Downstream	590
Chr2	11688504	11689050	AT2G27315	Gene_Downstream	814
Chr2	9946518	9946997	AT2G23360	Gene_Upstream	-2146
Chr2	18344041	18344295	AT2G44460	Gene_Upstream	-2271
Chr2	18171119	18171314	AT2G43880	Gene_Upstream	-1818
Chr2	15093815	15094178	AT2G35940	Gene_Upstream	-1581
Chr2	15254083	15254443	AT2G36380	Gene_Upstream	-3320
Chr2	14587727	14587922	AT2G34640	Gene_Upstream	-3125
Chr2	16113295	16113446	AT2G38480	Gene_Upstream	-1573
Chr2	439171	439507	AT2G01950	Gene_Downstream	1297
Chr2	18185032	18185324	AT2G43900	Gene_Upstream	-1307
Chr2	16051520	16052032	AT2G38310	Gene_Downstream	608
Chr2	8232241	8232532	AT2G18969	Gene_Upstream	-2812
Chr2	1083226	1083511	AT2G03565	Gene_Downstream	1365
Chr2	9642488	9643193	AT2G22680	Gene_Upstream	-2473
Chr2	9233085	9233466	AT2G21560	Gene_Upstream	-1767
Chr2	15009493	15009983	AT2G35700	Gene_Downstream	3949
Chr2	17163491	17163850	AT2G41180	Gene_Upstream	-1521
Chr2	4130315	4130487	AT2G10602	Gene_Upstream	-4494
Chr2	1427035	1427276	AT2G04190	Gene_Downstream	326
Chr2	1991315	1991570	AT2G05440	Gene_Upstream	-1640
Chr2	258879	259404	AT2G01570	Gene_Upstream	-1591
Chr2	7874862	7875100	AT2G18120	Gene_Downstream	1634
Chr2	16586095	16586737	AT2G39770	Gene_Upstream	-2280
Chr2	511775	512240	AT2G02070	Gene_Downstream	2582
Chr2	7897753	7897885	AT2G18162	Gene_Downstream	193
Chr2	697584	697758	AT2G02570	Gene_Downstream	280
Chr2	7835031	7835367	AT2G18010	Gene_Downstream	959
